community_id,community_size,member
0,1269,Nhà trường cơ bản hoàn thành chỉ tiêu và kế hoạch tài chính năm 2016 theo các chỉ tiêu có nhiều chỉ tiêu hoàn thành vượt mức.
0,1269,tuyển dụng nhân sự
1,780,Tác giả Tuyết Nga được ghi nhận trong bài viết.
1,780,Gương mặt sinh viên
1,780,Bài viết có đăng các nhóm tin liên quan về nghiên cứu khoa học và sản phẩm khoa học công nghệ.
1,780,bồi dưỡng
1,780,Tin tuyển dụng được đăng bởi Tuyết Nga trên chuyên mục Cơ hội việc làm.
1,780,Bài viết được đăng trên mục Tin Tổng Hợp tại UET-News.
1,780,Tác giả Tuyết Nga đăng thông báo bảo vệ luận án tiến sĩ cấp cơ sở vào ngày 31/01/2018 với chuyên mục Đào tạo sau Đại học.
1,780,Lần đầu tiên ĐHQGHN có mặt trong Bảng xếp hạng đại học Thế giới của Times Higher
1,780,Bài viết ghi nhận tác giả là Tuyết Nga.
1,780,bài viết về chế độ chính sách
1,780,kết quả xem lại bài thi học kỳ II
1,780,bài viết về TS Tạ Việt Cường
1,780,Bài viết được đăng bởi Tuyết Nga trên kênh UET-News.
1,780,Tin bài “Tin Tổng Hợp” được đăng bởi Tuyết Nga vào ngày 15/11/2018.
1,780,Bài thông báo
1,780,Tuyết Nga đăng bài viết về học phí và học bổng vào ngày 18/11/2022.
1,780,bài viết 05/12/2023
1,780,lời chúc mùa Asiad vui vẻ lành mạnh
1,780,người viết tin
1,780,Trước Dấu ấn K58: Trưởng thành qua năm tháng
1,780,Thông báo nghỉ học
1,780,tin tổng hợp chi tiết Th5 16
1,780,nộp học phí
1,780,Bài viết được đăng bởi Tuyết Nga vào ngày 07/05/2018.
1,780,Bài viết thông báo được đăng ngày 31/05/2019 trong chuyên mục Tin Sinh Viên.
1,780,30/08/2023
1,780,11/01/2022
1,780,"mục Học phí, học bổng"
1,780,Bài viết được tạo bởi Tuyết Nga.
1,780,13/07/2018
1,780,Th10 31
1,780,Đào Tạo
1,780,thông tin luận án tiến sĩ
1,780,thư Hiệu trưởng
1,780,Tác giả Tuyết Nga đăng bài trên mục Tin Đào Tạo vào ngày 30/06/2017.
1,780,Bài viết được gắn chuyên mục Tin Đào Tạo.
1,780,1181 Views
1,780,hạng mục học bổng
1,780,Bài viết được đăng vào ngày 04/07/2017.
1,780,04/10/2022
1,780,chi tiết
1,780,Th3 20 Lễ ký kết thỏa thuận hợp tác
1,780,21/10/2019
1,780,Bài viết được gắn với tác giả Tuyết Nga và chuyên mục Tin Tổng Hợp.
1,780,09/04/2019
1,780,Tin Sinh Viên
1,780,Bài viết của Tuyết Nga đề cập đến chương trình đào tạo ngành Hệ thống thông tin.
1,780,Bài viết trên UET-News thông báo một tin tức về hợp tác phát triển giữa đại học và doanh nghiệp.
1,780,21/09/2023
1,780,Công bố thông báo được đăng bởi Tuyết Nga vào ngày 14/11/2023.
1,780,09/07/2023
1,780,"Bài viết được gắn danh mục \""Đào tạo sau Đại học\""."
1,780,Bài viết đề cập Cuộc thi Tìm kiếm Giải pháp Chuyển đổi số Quốc gia 2021 (Viet Solutions 2021).
1,780,ngày 28 Th9
1,780,báo cáo tổng kết công tác ĐBCL
1,780,05/09/2021
1,780,2001 Views
1,780,12/07/2024
1,780,"Nghiên cứu, thiết kế, chế tạo thiết bị thu mặt đất với cơ chế tự động phát hiện và bám vệ tinh dùng cho hệ thống thông tin vệ tinh Vinasat"
1,780,09/03/2021
1,780,các thông báo học bổng
1,780,05/02/2024
1,780,danh mục nội dung
1,780,2517 Views
1,780,1178 Views
1,780,người thông báo
1,780,đăng bởi Tuyết Nga
1,780,Bài viết về thống kê và khảo sát việc làm được đăng vào ngày 24/11/2022 bởi Tuyết Nga.
1,780,Chương trình đào tạo ngành An toàn thông tin được nhắc đến trong phần sau của nội dung.
1,780,đơn vị bản tin
1,780,24/11/2022
1,780,3452 Views
1,780,30/03/2018
1,780,08/05/2017
1,780,Thông báo trân trọng được phát hành vào ngày 23/02/2022.
1,780,Tin Tổng Hợp
1,780,2226 Views
1,780,Bài viết có chuyên mục Tin Tổng Hợp.
1,780,13/11/2023
1,780,trao đổi khoa học
1,780,Tác giả Trân trọng thông báo về nội dung quy định trong Hướng dẫn mới.
1,780,Bài thông báo được ban hành bởi Tuyết Nga vào ngày 05/09/2022.
1,780,Bài viết được đăng bởi Tuyết Nga vào ngày 08/11/2018.
1,780,điều chỉnh kế hoạch học tập học kỳ II
1,780,08/02/2018
1,780,1774 Views
1,780,trong bài viết
1,780,Tin Hoạt Động Đoàn Thể
1,780,13/01/2023
1,780,"Hội thảo quốc tế lần thứ ba về Năng lượng, Cơ sở Hạ tầng và Môi trường"
1,780,tin sinh viên
1,780,Trước Danh sách sinh viên nợ học phí đến 25/11/2019
1,780,Theo Tuyết Nga (Bản tin ĐHQGHN số 317)
1,780,kết quả đăng ký học và mở bổ sung lớp học phần học kỳ phụ
1,780,"Bài viết đăng về giao lưu, trao đổi sinh viên tại ngày 29/09/2023 bởi Tuyết Nga."
1,780,phóng sự về trạm thu tín hiệu vệ tinh cho tàu biển
1,780,Bài viết được gắn chủ đề liên quan đến học phí và học bổng.
1,780,UET-News tổng hợp đăng tải thông tin về nội dung thi đua khen thưởng.
1,780,Trang 85
1,780,Bài viết thuộc nhóm Sản phẩm Khoa học công nghệ.
2,380,hành vi vận chuyển ma túy
2,380,Lần hoàn trả thứ 3 được thực hiện cho người học theo kế hoạch hoàn trả kinh phí.
2,380,Lần hoàn trả thứ 3 được thực hiện thông qua cơ chế hoàn trả kinh phí theo số tài khoản ngân hàng đã cung cấp.
2,380,50.000 đồng
2,380,Ông xác định yếu tố thứ nhất quyết định chất lượng giảng dạy là người học có động cơ học tập chân chính để học để hiểu biết và làm giàu bản thân.
2,380,Cấu trúc điều khiển
2,380,tác hại của ma túy
2,380,Người học nộp giấy khám sức khoẻ có xác nhận của bệnh viện trong hồ sơ đăng ký.
2,380,Người học có thể tìm hiểu thêm thông tin chương trình tại Website của Đại học Kanagawa.
2,380,chuyên gia hàng đầu của Viettel
2,380,Người học phải duy trì số dư tối thiểu 50.000 đồng trong tài khoản trước khi nộp học phí theo danh sách đính kèm.
2,380,Người học
2,380,Việc hoàn trả kinh phí được thực hiện cho người học thuộc đợt tháng 6 năm 2024 (lần hoàn trả thứ 3).
2,380,học bổng Chính phủ du học tại Ru-Ma-Ni năm 2023
2,380,người học thôi học
2,380,Người học phải scan lại hồ sơ để nộp khi có yêu cầu.
2,380,chương trình trao đổi sinh viên tại Đại học Kanagawa
2,380,Nhà trường đã thông báo mức thu học phí (nếu có) và các khoản nợ liên quan cho người học.
2,380,Người học nộp tiền vào tài khoản cá nhân mở tại Ngân hàng BIDV Cầu Giấy.
2,380,nghiên cứu có tầm ảnh hưởng
2,380,thành viên trong gia đình
2,380,Người học có trách nhiệm trong công việc.
2,380,"Người học sử dụng được các công cụ xử lý thông tin thông dụng gồm hệ điều hành, phần mềm hỗ trợ công tác văn phòng và khai thác Internet."
2,380,Trường Đại học Công nghệ triển khai hoạt động đối thoại giữa người học và Ban Giám hiệu theo kế hoạch học tập hàng năm.
2,380,Việc hoàn trả kinh phí cho người học được thực hiện theo lần hoàn trả thứ 3.
2,380,sinh viên hệ CLC TT23
2,380,Người học có thể diễn đạt bằng ngoại ngữ trong hầu hết các tình huống chuyên môn thông thường.
2,380,Trường Đại học Công nghệ công bố thông báo thu học phí học kỳ II năm học 2021-2022 vào ngày 25/3/2021.
2,380,"Người học chuyển khoản vào số tài khoản của Trường Đại học Công nghệ, ĐHQGHN tại BIDV Cầu Giấy, Hà Nội."
2,380,"Khi được lựa chọn, người học phải gửi các file PDF cho Đại học Sciences Po."
2,380,kiến thức cơ bản về Vật lý cơ
2,380,<Mã người học> <Họ tên> Nộp HP K2
2,380,đủ điều kiện và có nguyện vọng tham gia
2,380,Giảng viên Khoa học máy tính và Công nghệ thông tin
2,380,Quyết định về việc thu học phí
2,380,Hoàn trả kinh phí cho người học được thực hiện cho lần hoàn trả thứ 3.
2,380,không sử dụng trái phép ma túy
2,380,Người học đựng hồ sơ trong túi hồ sơ kích thước 25cm x 43cm và ghi đầy đủ thông tin cá nhân trên mặt ngoài túi.
2,380,đường link UET VNU
2,380,Trường Đại học Công nghệ được nêu thực hiện hoạt động phụng sự cộng đồng.
2,380,Lần hoàn trả thứ 3 được thực hiện trong đợt hoàn trả kinh phí cho người học.
2,380,tính đến ngày 20/6/2023
2,380,Cơ sở giáo dục không thu học phí trong thời gian không được quy định là thời gian học thực tế.
2,380,Khai thác Internet
2,380,Người học có trách nhiệm với xã hội trong phạm vi trách nhiệm công dân.
2,380,việc cung cấp số tài khoản ngân hàng
2,380,Các số tài khoản ngân hàng được cung cấp để phục vụ việc hoàn trả kinh phí cho người học.
2,380,Người học phải nộp tối thiểu 50.000 đồng học phí theo tổng số tiền phải nộp được ghi trong danh sách đính kèm.
2,380,Người học nộp kế hoạch học tập và nghiên cứu theo mẫu tại tài liệu đính kèm trong hồ sơ đăng ký.
2,380,in sao bằng và bảng điểm
2,380,Sinh viên chương trình chuẩn
2,380,Danh sách chưa nộp học phí
2,380,Người học có thể nộp tiền mặt trực tiếp tại Phòng Thu HP 101B-E3.
2,380,Ban giám hiệu tổ chức lịch tiếp người học thường niên bằng hình thức online.
2,380,"Chương trình yêu cầu người học biết các kiến thức cơ bản về Vật lý cơ, nhiệt, điện và quang."
2,380,Thuật toán sắp xếp
2,380,Người học nộp 01 bản photo hộ chiếu trong hồ sơ đăng ký.
2,380,Bài viết nêu việc hoàn trả kinh phí cho người học thông qua số tài khoản ngân hàng (lần hoàn trả thứ 3).
2,380,Người học nộp chứng chỉ ngoại ngữ trong hồ sơ đăng ký.
2,380,Đại học Kanagawa
2,380,Chương trình cung cấp số tài khoản ngân hàng để phục vụ việc hoàn trả kinh phí cho người học.
2,380,Vật lý quang
2,380,Hình thức bảo vệ và đánh giá trực tuyến được thực hiện khi được sự đồng thuận của các thành viên hội đồng và người học.
2,380,thông tin gửi kèm
2,380,Phòng Thu học phí
2,380,hòm thư điện tử huongbtt@vnu.edu.vn
2,380,Họ tên người học
2,380,08/01/2020
2,380,lần hoàn trả
2,380,Thời hạn nộp học phí từ 21/11/2023 đến 11h00 ngày 15/12/2023.
2,380,kinh phí hoàn trả
2,380,Điều kiện tham dự yêu cầu người học có điểm trung bình chung các học kỳ tối thiểu từ 2.8 trở lên.
2,380,Người học thể hiện các phẩm chất đạo đức nghề nghiệp gồm trách nhiệm với công việc và trung thành với tổ chức.
2,380,Hồ sơ theo quy định
2,380,Cơ sở đào tạo cung cấp số tài khoản ngân hàng để phục vụ việc hoàn trả kinh phí cho người học.
2,380,Người học phải hiểu và vận dụng được các kiến thức chuyên ngành trong Máy tính và Công nghệ thông tin.
2,380,Công cụ xử lý thông tin thông dụng
2,380,người học trường ĐHCN
2,380,Người học được hoàn trả kinh phí lần hoàn trả thứ 3 thông qua việc cung cấp số tài khoản ngân hàng.
2,380,vận chuyển ma túy
2,380,Nhà trường cung cấp ngân hàng chuyển khoản học phí là Ngân hàng BIDV Cầu Giấy.
2,380,"Phòng Thu HP 101B-E3 nằm tại Tầng 1 nhà E3 của Trường ĐH Công nghệ, ĐHQGHN."
2,380,"Chương trình “Trao đổi học viên, sinh viên tại Đại học Kanagawa, Nhật Bản trong năm 2020”"
2,380,"Khi người học tự nguyện, nhà trường có thể thu học phí một lần cho cả học kỳ hoặc cả năm học."
2,380,Kiến thức về tin học yêu cầu người học sử dụng được công cụ xử lý thông tin thông dụng.
2,380,Kinh phí
2,380,số tài khoản của Nhà trường
2,380,tài khoản thu học phí của Nhà trường
2,380,tệ nạn ma túy
2,380,Việc hoàn trả kinh phí lần thứ 3 bao gồm yêu cầu cung cấp số tài khoản ngân hàng của người học.
2,380,Khoa học dữ liệu
2,380,Người học nộp bảng điểm có xác nhận của đơn vị đào tạo trong hồ sơ.
2,380,Người học có tên trong Quyết định công nhận tốt nghiệp và đã nhận Hồ sơ tốt nghiệp phải nộp tiền in sao bằng và bảng điểm.
2,380,Người học là tác giả trong bài viết năm 2018 “UFBoot2: Improving the Ultrafast Bootstrap Approximation”.
2,380,chứng minh thư
2,380,Người học có ý thức phục vụ trong phạm vi trách nhiệm công dân.
2,380,hóa đơn
2,380,Phần mềm hỗ trợ công tác văn phòng
2,380,Cơ sở giáo dục
2,380,Người học được miễn phí tham dự chương trình tại Đại học CHUO.
3,304,hội tin học nông nghiệp Nhật Bản
3,304,CN16 – Công nghệ thông tin định hướng thị trường Nhật Bản
3,304,Tập đoàn Điện tử Meiko được thành lập tại Nhật Bản vào năm 1975 bởi Chủ tịch tập đoàn Naya Yuichiro.
3,304,"Đại học Quốc gia Hà Nội ban hành công văn thông báo chương trình trao đổi học viên, sinh viên tại Đại học Kanagawa, Nhật Bản trong năm 2020."
3,304,"trao đổi học viên, sinh viên"
3,304,Shimizu
3,304,"Bài viết liệt kê chương trình học bổng Toshiba, Nhật Bản cho năm học 2024-2025."
3,304,Sinh viên UET chế tạo robot đá bóng tại Trường Đại học Chiba ở Nhật Bản.
3,304,sinh viên/học viên cao học
3,304,Keio University
3,304,Xuân năm 2025
3,304,"Tuyết Nga thông báo về việc tổ chức chương trình trao đổi sinh viên tại Đại học CHUO, Nhật Bản."
3,304,Kỳ mùa Xuân năm 2025
3,304,Thế vận hội 2020 tại Nhật Bản được gắn với hình ảnh các thành phố thông minh.
3,304,Chương trình trao đổi sinh viên
3,304,Sau chương trình trao đổi
3,304,Chương trình học bổng Toshiba Nhật Bản được triển khai trong năm học 2024-2025.
3,304,trao đổi mùa Xuân 2025
3,304,3224/ĐHQGHN-HT&PT
3,304,xã hội siêu thông minh
3,304,Học bổng Yamada
3,304,điều kiện đủ
3,304,trang bị kiến thức về văn hoá Nhật Bản
3,304,Robotics Challenge
3,304,đội tonosama
3,304,"Bài viết liệt kê chương trình trao đổi sinh viên/học viên kỳ mùa Xuân năm 2025 tại Đại học Kyushu, Nhật Bản."
3,304,"Bài viết đề cập chương trình trao đổi sinh viên/học viên tại Đại học CHUO, Nhật Bản vào kỳ mùa Xuân năm 2025."
3,304,mùa Xuân 2025
3,304,Trường Đại học đào tạo sau đại học về thông tin Kyoto (KCGI)
3,304,"Tháng 6 năm 2024, Chương trình học bổng Toshiba tại Nhật Bản được triển khai cho năm học 2024-2025."
3,304,Các nhà vô địch đến thăm công ty ZMP tại Nhật Bản.
3,304,"Đại học Quốc gia Hà Nội công bố thông tin chi tiết chương trình trao đổi tại Đại học Kyushu, Nhật Bản trong năm 2024 cho người học Trường Đại học Công nghệ."
3,304,"Đại học Quốc gia Hà Nội thông báo chương trình “Trao đổi sinh viên tại Đại học Daito Bunka (DBU), Nhật Bản” cho học kỳ I năm học 2021-2022."
3,304,"Một số dự án đại học thông minh đã được triển khai tại Gifu College, Nhật Bản."
3,304,Đại học Quốc gia Hà Nội tổ chức trao học bổng Toshiba của Nhật Bản cho năm học 2021-2022.
3,304,trao đổi sinh viên/học viên
3,304,Mùa Xuân
3,304,sinh viên tốt nghiệp năm 2018
3,304,04 bạn sinh viên VNU-UET
3,304,"Nội dung bài viết nêu sự kiện chương trình trao đổi sinh viên diễn ra sau chương trình tại Đại học Kansai, Nhật Bản."
3,304,Dự án đại học thông minh
3,304,Sinh viên thuộc các đối tượng xét học bổng trong giai đoạn năm học 2024-2025.
3,304,Nhật Bản kỳ mùa Xuân năm 2025 được nêu trong thông tin luận án và chương trình liên quan.
3,304,Đại học CHUO triển khai Chương trình trao đổi sinh viên/học viên tại Nhật Bản kỳ mùa Xuân năm 2025.
3,304,Chương trình học bổng Toshiba được áp dụng cho năm học 2024-2025.
3,304,"Một số dự án đại học thông minh đã được triển khai tại National Institute of Technology, Nhật Bản."
3,304,học bổng Toshiba Nhật Bản
3,304,Đại học Chiba
3,304,National Institute of Technology
3,304,Danh sách sinh viên đề nghị xét nhận học bổng Mitsubishi
3,304,"Đại học Quốc gia Hà Nội tổ chức trao học bổng Toshiba, Nhật Bản năm học 2022–2023 cho 14 học viên cao học và nghiên cứu sinh."
3,304,Bổ sung hồ sơ học bổng Shinnyo Nhật Bản
3,304,Chương trình học online
3,304,Nhật Bản năm học 2024-2025
3,304,"Bài viết liệt kê chương trình trao đổi sinh viên/học viên tại Đại học CHUO, Nhật Bản kỳ mùa Xuân năm 2025."
3,304,"Bài viết đề cập chương trình học bổng Toshiba, Nhật Bản năm học 2024-2025."
3,304,Tập đoàn điện tử Meiko
3,304,chương trình trao đổi tại Nhật Bản
3,304,Đại học Nagoya
3,304,Năm học 2024-2025
3,304,"Bài viết giới thiệu nội dung chương trình trao đổi học kỳ mùa Thu tại Đại học Osaka, Nhật Bản năm 2024."
3,304,"Tập đoàn Toshiba dành nhiều suất thực tập miễn phí tại các nhà máy, văn phòng và doanh nghiệp ở Nhật Bản cho sinh viên năm cuối."
3,304,Hệ gen một người
3,304,thông báo số 1560 /ĐHQGHN-CT&CTHSSV
3,304,công văn số 5077/ĐHQGHN-ĐT
3,304,"Đại học Quốc gia Hà Nội thông báo chương trình “Trao đổi sinh viên tại Đại học Osaka, Nhật Bản kỳ II, năm học 2018-2019”."
3,304,"Đại học Quốc gia Hà Nội ban hành công văn thông báo số 5077/ĐHQGHN-ĐT về chương trình trao đổi học kỳ mùa Thu tại Đại học Kyushu, Nhật Bản trong năm 2024."
3,304,Lễ trao học bổng Mitsubishi
3,304,Chương trình Robotics Challenge hè 2024 được tổ chức tại Đại học Công nghệ Chiba ở Nhật Bản.
3,304,hỗ trợ cho sinh viên tham dự chương trình
3,304,chương trình trao đổi sinh viên/học viên
3,304,trường Đại học Chiba
3,304,Trường Đại học CNTT Kyoto
3,304,Bài viết cung cấp thông tin về chương trình trao đổi sinh viên kèm theo thông tin liên quan.
3,304,"Đại học Quốc gia Hà Nội ban hành công văn thông báo chương trình trao đổi sinh viên tại Đại học Kyushu, Nhật Bản trong năm học 2019-2020."
3,304,25 triệu VNĐ/năm
3,304,Chương trình học bổng Mitsubishi
3,304,cuộc thi quốc tế Thiết kế thực tế ảo
3,304,Chương trình học bổng Toshiba được triển khai tại Nhật Bản cho năm học 2024-2025.
3,304,Tập đoàn Toshiba tổ chức chương trình thực tập 4 tuần miễn phí tại Nhật Bản.
3,304,"Chương trình trao đổi sinh viên/học viên kỳ mùa Xuân năm 2025 diễn ra tại Đại học CHUO, Nhật Bản."
3,304,các tập đoàn
3,304,Danh sách sinh viên đề nghị xét nhận học bổng Yamada
3,304,Công ty TNHH PHÁT TRIỂN PHẦN MỀM TOSHIBA (VIỆT NAM) có 100% vốn đầu tư từ Nhật Bản.
3,304,đoàn cán bộ và sinh viên
3,304,Trường Đại học Aizu
3,304,Giáo sư Ken Tomiyama tham gia giảng dạy tại UET Môi trường học tập quốc tế.
3,304,"Bài viết đề cập việc tăng cường hợp tác với Trường Đại học Công nghệ Chiba, Nhật Bản."
3,304,sau một thời gian
3,304,2024-2025
3,304,chương trình học bổng Yamada
3,304,"Đại học CHUO, Nhật Bản"
3,304,Anduin STEM 2018
3,304,Sinh viên UET được trải nghiệm nền văn hoá và ẩm thực đặc sắc của Nhật Bản.
3,304,"Đại học Quốc gia Hà Nội có chương trình trao đổi học viên, sinh viên tại Đại học CHUO, Nhật Bản trong năm học 2019-2020."
3,304,"Bài viết liệt kê bài viết liên quan về chương trình trao đổi sinh viên/học viên kỳ mùa Xuân năm 2025 tại Đại học Kyushu, Nhật Bản."
3,304,Chương trình học bổng Toshiba tại Nhật Bản được nêu cho năm học 2024-2025.
3,304,"Trường Đại học Công nghệ đã tổ chức lễ ký kết hợp tác với Trường Đại học đào tạo sau đại học về thông tin Kyoto (KCGI), Nhật Bản vào ngày 11/12/2019."
3,304,Chương trình học bổng Toshiba cho năm học 2024-2025 được công bố trong bài viết liên quan.
3,304,"Chương trình trao đổi học kỳ mùa Xuân năm 2025 được triển khai tại Đại học Kyushu, Nhật Bản."
